GEOID,Geographic Area Name,Total_Number_Households,Median income_Households,Median income (dollars)_White,Median income_Black or African American,Median income_American Indian and Alaska Native,Median income_Asian,Median income_Native Hawaiian and Other Pacific Islander,Median income_Some other race,Median income_Two or more races,Median income_Hispanic or Latino origin (of any race),"Median income_White alone, not Hispanic or Latino",Total_Workers,Total_Workers_Median age (years),Public transportation_popu,"Public transportation_$1 to $9,999 or loss","Public transportation_$10,000 to $14,999","Public transportation_$15,000 to $24,999","Public transportation_$25,000 to $34,999","Public transportation_$35,000 to $49,999","Public transportation_$50,000 to $64,999","Public transportation_$65,000 to $74,999","Public transportation_$75,000 or more",Public transportation_Median earnings (dollars),Public transportation_ whom poverty status is determined,Public transportation_Below 100 percent of the poverty level,Public transportation_100 to 149 percent of the poverty level,Public transportation_At or above 150 percent of the poverty level,Public transportation_Workers 16 years and over who did not work from home,Public transportation_ DEPARTURE TO WORK_12:00 a.m. to 4:59 a.m.,Public transportation _DEPARTURE TO WORK_5:00 a.m. to 5:29 a.m.,Public transportation _DEPARTURE TO WORK_5:30 a.m. to 5:59 a.m.,Public transportation _DEPARTURE TO WORK_6:00 a.m. to 6:29 a.m.,Public transportation _DEPARTURE TO WORK_6:30 a.m. to 6:59 a.m.,Public transportation _DEPARTURE TO WORK_7:00 a.m. to 7:29 a.m.,Public transportation _DEPARTURE TO WORK_7:30 a.m. to 7:59 a.m.,Public transportation _DEPARTURE TO WORK_8:00 a.m. to 8:29 a.m.,Public transportation _DEPARTURE TO WORK_8:30 a.m. to 8:59 a.m.,Public transportation _DEPARTURE TO WORK_9:00 a.m. to 11:59 p.m.,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Less than 10 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!10 to 14 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!15 to 19 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!20 to 24 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!25 to 29 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!30 to 34 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!35 to 44 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!45 to 59 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!60 or more minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes)
36047074800,Census Tract 748; Kings County; New York,670,88958,123542,0,0,0,0,0,0,0,123542,677,44.3,214,0,0,5.6,2.8,38.8,0,0,52.8,90455,214,0,0,100,214,8.4,0,0,0,3.3,4.7,6.5,44.4,0,32.7,0,0,0,13.1,0,1.9,0,3.3,81.8,N
36047075000,Census Tract 750; Kings County; New York,912,96207,95132,77188,0,0,0,0,0,103631,94932,1129,40.8,419,10.7,0,3.6,22,15.8,8.8,7.4,31.7,49076,419,0,1.7,98.3,419,0,0,0,2.6,11.5,5.3,2.1,20.8,11,46.8,0,0,0,4.3,0,2.6,6.9,24.8,61.3,N
36047075200,Census Tract 752; Kings County; New York,281,156513,156513,0,0,0,0,0,0,0,156513,403,50.9,25,0,0,0,0,0,0,0,100,"250,000",25,0,0,100,25,0,0,0,0,0,0,44,28,0,28,0,0,0,0,0,0,0,72,28,N
36047075400,Census Tract 754; Kings County; New York,450,138929,138929,0,0,0,0,0,0,0,138929,495,52.7,67,0,0,23.9,0,0,7.5,10.4,58.2,76964,67,0,11.9,88.1,67,0,0,0,0,0,11.9,10.4,19.4,0,58.2,0,0,0,0,0,22.4,7.5,23.9,46.3,N
36047075600,Census Tract 756; Kings County; New York,789,87396,98571,55551,0,233177,0,0,0,0,100708,857,44.4,160,12.5,5.6,4.4,5.6,14.4,16.9,0,40.6,56875,160,6.9,0,93.1,160,6.3,0,0,1.9,0,18.1,11.9,6.9,10.6,44.4,0,0,9.4,3.8,0,0,5.6,32.5,48.8,N
36047075800,Census Tract 758; Kings County; New York,640,55061,51190,0,0,115375,0,0,0,0,51190,459,41.8,171,5.3,6.4,5.3,18.1,18.7,7,0,39.2,41544,171,0,14,86,171,0,0,0,5.3,0,20.5,9.9,39.8,18.1,6.4,0,0,0,0,0,0,11.7,18.1,70.2,N
36047076000,Census Tract 760; Kings County; New York,1162,52021,55455,0,0,0,0,0,0,0,55455,1286,52.7,637,15.1,15.4,25.7,4.9,1.6,22.1,3.3,11.9,22703,637,8.5,18.4,73.2,637,2.2,0,0,18.7,0,11,7.8,16.6,12.9,30.8,0,5,3.6,0,0,6.9,0,19.2,65.3,N
36047076200,Census Tract 762; Kings County; New York,1548,52929,36393,88800,0,0,0,0,68026,68575,36393,1803,40.6,1004,9.6,9.6,9.1,20.7,3.8,12.8,18.8,15.6,37115,1004,2.6,4.9,92.5,1004,3,3.6,4.2,0.7,3.2,16.4,21.5,7.5,1.9,38,0,0,0,0,11.4,13.1,12.5,9.3,53.8,61.7
36047076400,Census Tract 764; Kings County; New York,1578,81071,111000,77406,0,95982,0,0,103333,66171,108400,2206,39.8,1326,7.5,3.2,7.4,11.8,14.9,9.7,14.2,31.4,55956,1326,5.1,4.4,90.5,1326,2.6,0,6.9,2.3,6,10.6,11.5,19.2,2.5,38.6,0,3.5,0,3.2,3,10.6,21,20.4,38.4,N
36047076600,Census Tract 766; Kings County; New York,669,76964,107266,71736,0,0,0,0,81985,95500,107266,1037,46,473,11.8,1.7,17.1,13.5,14.2,8.5,6.8,26.4,41103,473,3,6.6,90.5,473,3.8,5.7,14.6,5.5,3.6,11.6,0,25.2,0,30,0,0,0,3.4,3.6,6.1,11.2,30.4,45.2,N
36047076800,Census Tract 768; Kings County; New York,1277,71250,63464,0,0,138315,0,0,0,0,64607,1627,36.8,500,23.4,4,5,8.2,23,5.6,3.2,27.6,40637,473,17.1,0,82.9,500,8.6,0,1.6,0,0,22.2,4.6,26.6,15.4,21,0,0,0,0,0,8.4,4.2,42.2,45.2,N
36047077000,Census Tract 770; Kings County; New York,1128,86768,111500,81913,0,0,0,0,0,0,111500,1508,38.9,883,12.9,0,4.6,19.5,5.2,14,9.7,34,61320,875,1,5.4,93.6,883,0,0,3.4,2.4,7.5,37.6,19.3,7.8,1.6,20.5,0,0,0,0,3.9,21.6,3.2,35.1,36.2,N
36047077200,Census Tract 772; Kings County; New York,1170,83971,91875,83971,0,0,0,0,140096,52839,91875,1559,47.2,948,0,0,13.3,5.1,21.7,21.2,1.4,37.3,53942,948,0,0,100,948,1.2,0,0,2.4,6.2,19.1,19.5,14,12,25.5,0,0,0,3.8,0,11.2,15.9,24.7,44.4,N
36047077400,Census Tract 774; Kings County; New York,1284,86455,90616,74023,0,74363,0,0,0,123004,90870,1831,40.5,1068,5.6,2.5,8.1,10.9,21.3,20.3,2,29.4,52639,1068,0,0,100,1068,9,1.1,14.1,18.9,4.2,20,3.5,11,1.2,16.9,0,0,0,2.1,0,13.4,11.5,21.7,51.3,N
36047077600,Census Tract 776; Kings County; New York,1761,75335,0,70990,0,110208,0,0,0,0,0,1635,49,895,4.9,5.9,2.5,8.4,15.8,19.7,2.5,40.4,58668,895,7.6,3.4,89.1,895,3.9,4.6,3.9,7.5,3.9,10.5,9.8,23.6,0,32.3,0,0,0,9.4,0,4.1,13.9,18.2,54.4,N
36047078000,Census Tract 780; Kings County; New York,621,110625,0,111786,0,0,0,0,0,0,0,863,43,485,11.5,6.2,10.3,4.3,13.2,8.5,10.3,35.7,57708,485,0,0,100,485,1.6,0,4.5,4.5,0,12.8,22.5,22.9,0,31.1,0,0,0,9.3,0,6.6,15.7,11.3,57.1,N
36047078200,Census Tract 782; Kings County; New York,1612,65183,0,65244,0,0,0,"25,000",91741,62939,0,1638,44.4,1019,12.3,1,22.7,13.8,8.6,15.3,4.4,21.9,35329,1019,7.5,8.6,83.9,1019,11.2,1.3,8.2,4.5,4,25.4,5.7,12.3,7.1,20.3,0,0,0,1,1.2,4.1,15.5,20.3,57.9,N
36047078400,Census Tract 784; Kings County; New York,822,101000,109000,91399,0,0,0,77679,181667,79107,108250,1180,45.1,421,4.5,0,4.5,1.7,20.9,24.5,5.5,38.5,59840,421,2.1,0,97.9,421,3.3,0,2.6,2.4,5.7,15.4,4.8,33,6.4,26.4,0,0,0,5,2.1,17.3,7.6,16.6,51.3,57
36047078601,Census Tract 786.01; Kings County; New York,1051,73322,98813,71250,0,137513,0,38641,0,0,99688,1360,43.7,840,5.1,8.6,5,7.9,28.9,12.4,3.6,28.6,48827,840,8.1,1.3,90.6,840,11.3,3.5,0,3.6,1.1,12.1,21.9,12,0.4,34.2,0,0,0,9,1.3,10.5,7,17.4,54.8,50.4
36047078602,Census Tract 786.02; Kings County; New York,812,70060,0,59875,0,0,0,59583,58929,71818,0,970,39.6,554,6.3,4.2,11.2,5.6,31.9,9,4,27.8,45789,554,11.9,6.7,81.4,554,7,10.1,4.2,10.6,11.7,9.4,11,12.3,6.5,17.1,0,0,2.5,0,0,8.5,16.1,15.7,57.2,N
36047078801,Census Tract 788.01; Kings County; New York,804,56314,0,56044,0,0,0,0,0,76974,0,1151,40.6,753,5.3,11.4,29.2,18.9,12.5,6.4,2,14.3,30272,753,10,2.4,87.6,753,4.6,0,2.4,22.7,0,11.2,3.9,24.8,1.3,29.1,0,0,0,0,0.9,10.6,26.7,12.5,49.3,N
36047078802,Census Tract 788.02; Kings County; New York,531,61635,0,74145,0,0,0,0,0,0,0,630,49.1,422,4.7,0,11.1,19.4,27,17.3,16.4,4,40476,422,0,10,90,422,0,0,2.4,12.6,14.2,13.3,17.8,14,4,21.8,0,0,0,15.2,0,8.8,16.8,17.8,41.5,N
36047079001,Census Tract 790.01; Kings County; New York,462,106667,106932,106581,0,0,0,0,0,0,106932,735,37.7,446,7.2,2,3.4,0,21.7,18.8,9.6,37.2,64239,446,3.8,0,96.2,446,14.8,0,5.8,0,0,17,13.5,20.9,2.2,25.8,0,0,0,0,0,9.6,20.6,41.5,28.3,N
36047079002,Census Tract 790.02; Kings County; New York,1175,58859,0,54976,0,18995,0,0,0,91875,0,1462,35.8,847,2,3.2,19.8,14.3,10.2,17.9,4.8,27.7,53063,847,5.9,10.2,83.9,847,3.7,0,4.4,13.3,13.1,9.2,11,0.7,5.7,39,0,0,8.1,4.1,0,8.7,7.2,26.6,45.2,N
36047079201,Census Tract 792.01; Kings County; New York,533,76776,246758,75789,0,0,0,0,0,0,246758,705,46.2,569,1.4,0,0,15.1,27.2,7.6,25.3,23.4,54564,569,1.4,0,98.6,569,5.3,6,0,0,1.8,9.7,33,41.7,0,2.6,0,0,0,12.5,0,16.2,3.2,24.8,43.4,N
36047079202,Census Tract 792.02; Kings County; New York,778,75370,103393,86453,0,191250,0,0,0,0,103393,917,38.4,509,8.6,2.4,5.5,18.9,28.9,16.9,7.3,11.6,44440,509,8.4,3.9,87.6,509,0,4.9,3.9,13.4,8.6,8.6,8.8,20.2,0,31.4,2.2,2.6,0,9,0,4.9,30.5,14.3,36.5,N
36047079400,Census Tract 794; Kings County; New York,595,77153,"250,000",70357,0,0,0,0,96136,0,"250,000",929,39.8,491,12.8,2.4,9.8,20.4,20.6,9,6.7,18.3,38795,491,8.6,17.7,73.7,491,1.4,3.1,0,5.9,3.3,8.8,22.4,18.7,3.9,32.6,1.4,0,1.4,2.2,4.3,4.9,26.7,34.8,24.2,N
36047079601,Census Tract 796.01; Kings County; New York,1525,69223,103490,40132,0,240833,0,97903,153036,0,104896,1996,35.7,1158,12.3,3,13.9,8.6,18.7,9.3,6.2,27.9,45927,1158,10.4,6,83.5,1158,1.5,2.4,3.6,3.3,13,16.9,6.5,16.3,6.5,30,0,0,0,4.1,0.8,3.5,19.5,34.8,37.3,N
36047079602,Census Tract 796.02; Kings County; New York,2234,74769,114283,59647,0,225343,0,0,0,70867,113695,3280,37.8,2300,6.3,3.2,12,12.8,14.9,19,5.7,26.1,50439,2300,2.5,3.1,94.4,2300,2.2,0,1.9,5.1,3.5,18.4,13.7,27.1,7.5,20.6,0,0,0,0,0,7.3,22.5,41.6,28.6,52.5
36047079801,Census Tract 798.01; Kings County; New York,1512,77214,113208,40768,0,77200,0,0,51120,75978,113208,1675,37.5,933,2.8,0,9.1,5.1,9.1,29.6,3.8,40.5,59536,933,2.8,4.2,93,933,0,0,0,0.8,3.8,13.5,22.3,22.6,17.4,19.7,0,0,0,0,4.1,21.8,23.4,41.1,9.8,N
36047079802,Census Tract 798.02; Kings County; New York,2591,92757,116890,80000,0,120880,0,0,83580,70313,122826,3335,40,2209,10.5,2.4,5.8,7.7,12.6,10.4,5.4,45.1,66369,2209,6.5,4.2,89.3,2209,6.6,0,0,3.9,1,6.6,5.7,20.5,13.2,42.6,0,0,2.2,3.1,0,23.9,24.4,36.5,10,N
36047080000,Census Tract 800; Kings County; New York,1403,102431,151250,75425,0,0,0,0,222669,169018,151344,1952,46.3,1068,9.8,1,8.6,13.1,15.9,5.9,3.2,42.4,55739,1068,7.3,4.7,88,1068,6.6,0,0,0.9,4.2,15,14.8,11.5,15.2,31.7,0,0,0,0.3,2,6.9,16.6,44.9,29.3,50.1
36047080200,Census Tract 802; Kings County; New York,1893,95781,194828,76354,0,210625,0,0,0,101500,193534,2483,40.1,1211,2.1,1.7,17,10.5,13.5,19.4,6.3,29.6,53885,1211,2.3,3.9,93.8,1211,2.5,5.2,0,9.7,6.3,12,8.8,19.2,6.9,29.6,2.7,0,0,0.8,3.6,10.5,16.1,38.6,27.7,N
36047080400,Census Tract 804; Kings County; New York,1419,56722,87045,51368,0,0,0,0,0,69185,88839,1827,44,781,5.9,9.6,12.2,12.4,14.9,9.3,6.5,29.2,46381,781,11.4,0,88.6,781,3.7,6,0,3.7,7.6,24.1,8.5,12.8,7.3,26.4,0,0,0,1.7,0,1.7,19.3,17.3,60.1,59.3
36047080600,Census Tract 806; Kings County; New York,1269,70954,78750,70592,0,0,0,0,0,0,0,1909,36.4,1157,6,6.4,8.8,27.1,7.2,11.8,8.5,24.2,38317,1157,6,8,86.1,1157,1.7,2.2,0,7.3,5.2,19.8,9.7,16.5,8.5,29.1,4.8,0,0,0,2.7,2.8,11.4,28.5,49.9,N
36047080800,Census Tract 808; Kings County; New York,720,12854,12976,13892,0,11250,0,11667,0,11351,12738,243,36.6,110,17.3,9.1,18.2,3.6,51.8,0,0,0,35250,110,26.4,7.3,66.4,110,17.3,0,0,0,0,0,18.2,23.6,6.4,34.5,0,0,0,0,0,5.5,16.4,8.2,70,N
36047081000,Census Tract 810; Kings County; New York,926,71607,78966,69080,0,112798,0,0,0,0,78966,1419,37.7,890,4,4.4,12.1,17,36.3,15.5,6.9,3.8,37202,890,5.7,11.2,83,890,5.7,5.2,0,3.8,16.2,2.8,6.5,19.1,1.6,39.1,0,0,0,0,0,3.9,20.1,48.3,27.6,N
36047081400,Census Tract 814; Kings County; New York,970,72632,0,71583,0,0,0,0,0,143478,0,1194,49.9,572,0,7.9,11.4,26,8.9,15,14,16.8,41458,572,6.1,0,93.9,572,1.4,2.6,2.1,13.6,3.5,9.4,3.3,27.3,0,36.7,0,0.2,0,0,0,16.8,14,34.3,34.8,N
36047081600,Census Tract 816; Kings County; New York,998,100000,0,89375,0,178295,0,0,124063,0,0,1372,43.8,640,6.6,0,8.6,18,26.3,20.5,5.9,14.2,43806,640,2,3,95,640,9.7,9.7,5.9,4.2,1.1,5.6,9.8,27,2.7,24.2,2.3,0,0,0,0.9,13.1,4.8,21.1,57.7,N
36047081800,Census Tract 818; Kings County; New York,1748,71464,93542,59676,0,84712,0,100542,0,102217,81964,2037,35.1,1290,4.4,3.3,10.2,10.9,15,11.5,8.8,36,54125,1290,4.4,3.8,91.8,1290,3.3,0.9,0,8.8,3.6,16.9,11.2,31.5,1.1,22.8,0,0,3.8,6.4,2.3,13.7,12,30.6,31.1,49.3
36047082000,Census Tract 820; Kings County; New York,2402,55000,130641,48174,0,62500,0,100673,0,97344,130641,2936,37.3,1923,6.8,5.3,9.5,14.8,22.2,15.8,1.9,23.8,37695,1923,12.3,3,84.7,1923,8,0,0,2.2,3,10.6,6.6,28.2,7.3,34.2,0,0,0,1.8,0.8,5.8,12.9,36.5,42.2,N
36047082200,Census Tract 822; Kings County; New York,3060,81484,111750,81863,0,0,0,0,51472,0,112669,4228,34.2,2939,6.8,2.5,9.2,18.4,6.8,22.6,3.7,30,52872,2939,6.8,7,86.1,2939,1,1.8,0,5.3,2.8,25.3,16.4,18.9,5.1,23.4,0,0,1.4,2.2,0,15.9,7.3,25.1,47.9,N
36047082400,Census Tract 824; Kings County; New York,1977,54900,0,53034,0,0,0,0,71728,111467,182625,2604,39.2,1783,5.4,3,12.2,23.2,18.9,13.6,10.5,13.1,36875,1783,8.4,0.8,90.8,1783,5.6,2.4,0,17.2,2.7,13.8,7.2,18.6,2.6,29.9,4.9,0,0,0,1.4,15.4,15.5,21.6,41.2,56.7
36047082600,Census Tract 826; Kings County; New York,1811,76181,"250,000",77533,0,0,0,0,0,171208,0,2168,44.1,1569,7.4,2.1,7.2,10.8,13.8,26.1,4,28.7,52625,1569,0,1.8,98.2,1569,5,0.6,0,2.5,9.7,10.5,25.8,9.7,0,36.2,2.8,0,1.8,0.8,3.4,19.7,23.5,20.7,27.3,N
36047082800,Census Tract 828; Kings County; New York,1409,70380,143793,51482,0,0,0,90368,176463,0,143793,2053,44.5,1232,9.7,3,10.9,11.9,18.8,8.6,9.6,27.4,47278,1232,5.4,4.3,90.3,1232,2.1,5.8,0,7.4,11.6,5,15.7,6.3,12.3,33.7,0,0,0,2.9,6.2,22.6,17.9,11.5,39,N
36047083000,Census Tract 830; Kings County; New York,2284,62177,0,62042,0,0,0,0,0,65759,0,3346,42.8,2368,7.2,4.1,6.8,19,12.7,19.3,2.9,28.1,50417,2368,3.1,13.6,83.3,2368,0,2.8,2.7,14.5,3.3,12.2,7.6,26.5,1.8,28.5,1.7,0,1.5,0,0,14.9,14.7,8.3,59,N
36047083200,Census Tract 832; Kings County; New York,759,93803,0,105125,0,0,0,0,53125,0,0,1108,44.8,558,3.2,0,1.4,19,12.9,18.8,0,44.6,62727,558,0,3.8,96.2,558,1.6,8.1,4.3,11.5,1.8,7.9,3.4,32.3,0,29.2,0,0,0,0,2.9,7.9,14.5,9.1,65.6,N
36047083400,Census Tract 834; Kings County; New York,582,97500,0,87031,0,0,0,0,114355,0,0,736,54,381,5.8,4.7,9.4,11,17.1,13.9,5.2,32.8,53194,381,0,3.9,96.1,381,6,0,16.8,6,0,12.9,1,17.1,5.5,34.6,0,0,7.6,0,0,9.7,10.8,15.2,56.7,N
36047083600,Census Tract 836; Kings County; New York,640,91378,0,90536,0,0,0,0,94643,0,0,915,47.9,368,6.5,3.3,12.5,18.8,18.8,12.8,4.3,23.1,41643,368,1.9,2.2,95.9,368,3.3,3.5,0,7.3,14.4,6.8,10.6,25.8,0,28.3,0,0,0,8.7,2.2,0,14.1,7.9,67.1,N
36047083800,Census Tract 838; Kings County; New York,729,69550,0,67650,0,0,0,0,141000,136389,0,832,49,393,5.9,6.9,14.5,13,19.8,15.8,8.4,15.8,39946,393,6.4,8.1,85.5,393,3.1,2.3,0,16.8,4.8,13.7,3.1,27,6.6,22.6,0,0,0,0,0,16,8.9,17.6,57.5,N
36047084000,Census Tract 840; Kings County; New York,850,88646,0,88750,0,0,0,0,130493,0,0,908,46.5,506,2.2,2.4,12.5,7.1,21.3,18.8,2.2,33.6,50927,506,6.9,1.4,91.7,506,4.7,1.4,0,15.2,0,15.2,4.9,36,5.5,17,0,0,5.5,3.6,0,17.4,27.7,9.5,36.4,N
36047084600,Census Tract 846; Kings County; New York,683,59792,0,57083,0,0,0,0,73938,48897,0,889,46.5,599,10.7,1.2,10,11.5,26.2,10.4,6,24,45990,599,2.3,3.7,94,599,3,0,2.2,5.7,2.8,15.9,5.3,25.9,4.3,34.9,0,0,0,4.3,0.2,19.9,10,8.2,57.4,N
36047084800,Census Tract 848; Kings County; New York,558,98125,0,114545,0,0,0,0,0,0,0,718,43.7,440,0.2,5.5,13.9,3,13.9,12.3,10.2,41.1,70000,440,3,1.8,95.2,440,9.1,8.2,1.1,1.8,3.4,17.7,0,18.9,0,39.8,0,0,0,0,1.1,13.2,9.3,17.5,58.9,57.3
36047085000,Census Tract 850; Kings County; New York,468,99519,0,97548,0,0,0,0,0,0,0,727,42.3,342,0,2.9,5.6,25.4,14.6,18.1,14.6,18.7,52879,342,0,0,100,342,10.5,9.1,0,11.1,15.5,9.9,0,26,6.4,11.4,0,0,0,0,0,14.3,5.3,11.1,69.3,N
36047085200,Census Tract 852; Kings County; New York,3,0,0,0,0,0,0,0,0,0,0,12,33.7,9,44.4,0,0,0,0,55.6,0,0,0,9,0,0,100,9,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,N
36047085400,Census Tract 854; Kings County; New York,824,69125,0,73049,0,0,0,67045,0,66932,174167,1108,45.2,593,2.2,13,8.8,11.1,24.6,9.8,6.1,24.5,44101,593,10.6,5.7,83.6,593,1.3,1.3,1.5,13.8,7.6,14.2,9.4,36.8,0,14,0,0,0,0,0,13.8,9.1,24.5,52.6,N
36047085600,Census Tract 856; Kings County; New York,1474,76667,0,77436,0,0,0,0,0,0,0,1844,38.6,1169,4.2,0.5,6.8,15.6,22.9,14.6,4.4,31,55011,1169,5,2.5,92.5,1169,1.7,0.8,1,7.4,4.6,8.6,7.4,35.4,3.7,29.4,0,0,0,8,0.7,14,10.2,11.5,55.6,N
36047085800,Census Tract 858; Kings County; New York,779,54063,0,47303,0,0,0,0,217841,67917,0,761,41.5,475,5.9,1.3,16,13.5,29.7,7.6,6.9,19.2,44181,475,6.7,5.9,87.4,475,4.6,10.9,4.8,18.1,5.3,16,6.7,15.8,4.2,13.5,0,0,0,0,0.8,5.7,16,19.2,58.3,N
36047086000,Census Tract 860; Kings County; New York,1172,73450,0,71351,0,0,0,73400,0,73400,0,1625,49.6,881,1.2,2.4,13.1,18.8,18,18.2,13.2,15.1,47180,881,3.5,0,96.5,881,3,0,2.5,4.9,4,8.2,23.3,24.4,10.8,19.1,0,0,0,0,0,4.4,21.1,23.8,50.6,N
36047086200,Census Tract 862; Kings County; New York,1278,58542,13661,58837,0,0,0,0,0,107692,13661,1712,45,935,9.5,8.1,8.7,17.4,18.1,12,5.6,20.6,37938,935,12.9,5.6,81.5,935,1.3,0,9.4,7,5.3,12.3,1.5,16,4,43.2,0,0,3.3,6.3,0,11.9,22.9,20.9,34.8,N
36047086400,Census Tract 864; Kings County; New York,884,67143,0,66012,0,0,0,0,83125,0,0,1238,48.6,832,7,3.1,13.2,11.4,12.9,4.7,9,38.7,54881,832,11.1,8.4,80.5,832,4.6,0,4.7,14.3,1.9,17.2,4.4,31.3,0.7,20.9,0,0,0,0,0,10.6,26.1,19,44.4,N
36047086600,Census Tract 866; Kings County; New York,1160,72863,0,73125,0,0,0,0,60050,60050,0,1590,45.6,709,9.3,6.3,17.1,15.5,31.2,5.8,6.8,8,35822,709,13.5,4.2,82.2,709,9.2,0,6.2,14.8,2.5,16.6,5.8,18.9,2,24,0,0,0,1.7,1.6,3.9,10,13.5,69.3,N
36047086800,Census Tract 868; Kings County; New York,1309,52539,0,58318,0,50774,0,0,0,0,0,1549,41.6,1111,3.1,4.6,11.6,36.5,26.8,3,8.9,5.5,31683,1111,3.1,3.2,93.7,1111,6.7,3.9,2.1,3.3,6.3,14.3,10.1,11.9,5.4,36.1,1.1,0,0,0,0,7.1,5.8,30.1,56,N
36047087000,Census Tract 870; Kings County; New York,1107,59884,40833,69091,0,0,0,0,0,0,40833,1336,45.5,707,4.5,4.4,18,7.9,18.4,8.2,6.8,31.8,44116,707,10.6,6.4,83,707,3.5,0,6.5,6.5,6.5,19.9,5.7,33.1,0,18.2,0,0,0,0,0,4.5,8.2,30.1,57.1,N
36047087200,Census Tract 872; Kings County; New York,1111,74219,32009,73750,0,0,0,0,0,0,32009,1524,43.1,684,6,0,11.7,0,27.9,21.9,10.7,21.8,55169,684,4.7,0,95.3,684,9.5,8.9,0,4.1,0,2.9,6,22.5,6.4,39.6,0,0,0,1.9,0,23,9.2,11.5,54.4,N
36047087401,Census Tract 874.01; Kings County; New York,1561,38798,68565,38381,0,0,0,0,0,0,66875,1315,40.6,810,2.3,0.6,17.8,28.3,21,7.9,4.2,17.9,35625,810,5.8,17.9,76.3,810,14.1,0,0,3.2,0,0,0,23.5,22.6,36.7,0,0,5.8,0,1.5,14.9,29.5,27,21.2,N
36047087600,Census Tract 876; Kings County; New York,728,47105,52250,45395,0,0,0,0,31346,0,51900,690,39.4,449,4.9,20.7,3.3,7.6,26.3,11.1,8.9,17.1,41883,449,8.9,9.8,81.3,449,1.6,0,4.5,4,4.7,21.6,1.3,11.4,5.1,45.9,0,0,0,2.2,0,0,24.9,21.2,51.7,N
36047087800,Census Tract 878; Kings County; New York,973,60947,0,59738,0,0,0,0,113090,0,0,1218,47.3,841,9.6,6.4,8.7,19.5,24.9,14.7,2.5,13.7,38583,841,9.6,5.1,85.3,841,1.3,4,1.9,6.3,12.8,2.6,6.7,32.9,0,31.4,0,0.8,0,0.8,0,11.7,11.4,23.7,51.6,N
36047088001,Census Tract 880.01; Kings County; New York,773,59799,0,59275,0,0,0,0,0,0,0,817,43.8,498,4.6,14.7,14.5,6,12,15.7,13.7,18.9,47112,498,11.8,0,88.2,498,4.4,2.8,14.9,0,11.4,12.4,6.4,25.3,0,22.3,0,0,0,13.5,0,4.6,12.4,16.1,53.4,N
36047088002,Census Tract 880.02; Kings County; New York,403,97614,0,103864,0,0,0,0,47938,0,0,633,35.4,279,17.2,0,27.6,4.7,7.5,5.4,0,37.6,0,279,22.9,0,77.1,279,0,8.2,0,4.7,5.4,20.8,11.5,19.4,0,30.1,0,0,0,0,0,9.3,7.5,17.2,65.9,N
36047088200,Census Tract 882; Kings County; New York,2374,46461,0,45742,0,0,0,0,0,32903,0,2424,44.3,1404,14.6,4.8,9,17.5,25.1,24.6,0,4.3,40026,1404,4,17,79,1404,8.5,10.1,0,16.9,1.9,7.8,0,19.1,0,35.7,0,0,4,0,0,9,8.5,13,65.6,N
36047088400,Census Tract 884; Kings County; New York,1873,43347,0,57800,0,0,0,0,13922,0,0,1848,42.6,1018,1,2.7,23.4,17.3,15,22.1,2.1,16.5,40130,1018,0,5.6,94.4,1018,1.4,0,0.5,3.8,7.2,21.5,3.8,14.2,8.9,38.6,0,0,3.4,2.4,1.5,8.3,21.2,25.4,37.8,N
36047088600,Census Tract 886; Kings County; New York,1971,48949,29201,50600,0,0,0,0,54924,0,35313,1612,47.1,873,11.1,0.7,17.2,5.6,27.4,22.8,11.2,4,44250,873,7,8.1,84.9,873,4.9,0,5.4,12.1,4.6,34.8,4.9,4.6,4.4,24.3,0,0,4.6,0.7,0,10.5,15.9,31.4,36.9,N
36047088800,Census Tract 888; Kings County; New York,1587,51335,0,57500,0,0,0,0,73047,0,0,1833,44.7,1234,9.5,7.8,12.7,16.2,29.4,14,2.6,7.8,36163,1234,6.5,13.5,80,1234,6.4,1.2,7.3,8.9,10.5,15.9,9,22.9,1.5,16.5,0,0,3.8,0,0,16.4,9,8.4,62.4,N
