GEOID,Geographic Area Name,Total_Number_Households,Median income_Households,Median income (dollars)_White,Median income_Black or African American,Median income_American Indian and Alaska Native,Median income_Asian,Median income_Native Hawaiian and Other Pacific Islander,Median income_Some other race,Median income_Two or more races,Median income_Hispanic or Latino origin (of any race),"Median income_White alone, not Hispanic or Latino",Total_Workers,Total_Workers_Median age (years),Public transportation_popu,"Public transportation_$1 to $9,999 or loss","Public transportation_$10,000 to $14,999","Public transportation_$15,000 to $24,999","Public transportation_$25,000 to $34,999","Public transportation_$35,000 to $49,999","Public transportation_$50,000 to $64,999","Public transportation_$65,000 to $74,999","Public transportation_$75,000 or more",Public transportation_Median earnings (dollars),Public transportation_ whom poverty status is determined,Public transportation_Below 100 percent of the poverty level,Public transportation_100 to 149 percent of the poverty level,Public transportation_At or above 150 percent of the poverty level,Public transportation_Workers 16 years and over who did not work from home,Public transportation_ DEPARTURE TO WORK_12:00 a.m. to 4:59 a.m.,Public transportation _DEPARTURE TO WORK_5:00 a.m. to 5:29 a.m.,Public transportation _DEPARTURE TO WORK_5:30 a.m. to 5:59 a.m.,Public transportation _DEPARTURE TO WORK_6:00 a.m. to 6:29 a.m.,Public transportation _DEPARTURE TO WORK_6:30 a.m. to 6:59 a.m.,Public transportation _DEPARTURE TO WORK_7:00 a.m. to 7:29 a.m.,Public transportation _DEPARTURE TO WORK_7:30 a.m. to 7:59 a.m.,Public transportation _DEPARTURE TO WORK_8:00 a.m. to 8:29 a.m.,Public transportation _DEPARTURE TO WORK_8:30 a.m. to 8:59 a.m.,Public transportation _DEPARTURE TO WORK_9:00 a.m. to 11:59 p.m.,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Less than 10 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!10 to 14 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!15 to 19 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!20 to 24 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!25 to 29 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!30 to 34 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!35 to 44 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!45 to 59 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!60 or more minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes)
36047029800,Census Tract 298; Kings County; New York,1177,55214,55755,0,0,25435,0,60213,0,59360,55854,1670,43.1,701,9.1,2.1,15.3,24,12.6,3.6,2.7,30.7,34375,701,13.7,3.3,83,701,2.4,0,1.4,12.3,5.4,9.3,36.9,11.3,5.4,15.5,0,0,0,5.6,0,7.4,1.4,38.2,47.4,57.8
36047029900,Census Tract 299; Kings County; New York,913,66989,0,59844,0,0,0,43750,0,0,0,985,39.3,629,3.7,9.5,19.1,7.5,14.6,4.9,7.5,33.2,43403,629,2.7,6.5,90.8,629,0,2.7,2.5,3.8,4.3,33.7,4.3,21.3,9.5,17.8,0.6,2.1,2.7,5.1,4.3,19.9,24.6,23.2,17.5,39
36047030000,Census Tract 300; Kings County; New York,1314,52279,76750,0,0,55682,0,27904,0,29522,0,1741,42.5,1144,8.7,1.7,11.7,12.5,31.3,5.4,10.9,17.8,43621,1144,8.3,11.1,80.6,1144,5.2,0,0,13.5,2.1,19.8,12.4,23.9,1.4,21.6,0,0,1.7,3.1,0,25.3,8.9,13,48,N
36047030100,Census Tract 301; Kings County; New York,1103,110938,174531,79479,0,0,0,0,0,125650,"250,000",1549,36.8,1033,4,1.7,14.8,10.2,18.9,15.1,0,35.3,50268,1033,2.5,12.6,84.9,1033,1.7,3.4,4,4.2,3.8,18.5,2.4,17.4,2,42.6,0,0,7.4,10.9,4.4,3.5,7,32,34.8,N
36047030200,Census Tract 302; Kings County; New York,1319,83068,71563,0,0,92438,0,0,58250,0,75250,1828,40.9,855,3,5.1,10.8,19.4,12.3,10.3,3.6,35.4,49018,855,3.7,3.5,92.7,855,0.8,2,3.2,20.6,7.5,9.2,11.5,17.2,9,19.1,2.6,0,1.9,21.1,0.2,8.8,2.8,22.2,40.5,N
36047030300,Census Tract 303; Kings County; New York,2149,35679,70553,37500,0,0,0,0,116367,0,0,1812,41,1148,6.8,7.5,12.6,30.1,4.7,18.4,8.4,11.5,33113,1148,3.5,9.9,86.6,1148,4.4,4.8,0,4.8,8.9,18.2,22.5,13.9,0,22.6,0,3.6,5.7,4.6,1.4,32.5,2.7,13.4,36.1,N
36047030400,Census Tract 304; Kings County; New York,1597,53693,39254,0,0,62944,0,167931,82788,120742,39052,1683,42,890,6.1,3.4,13.5,13.9,17.9,8.7,4.5,32.1,46350,890,6.3,5.5,88.2,890,5.4,4,0,16.1,6,12.1,15.4,18.4,5.8,16.7,0,0.4,3.4,3.7,0,4.5,3.4,23.1,61.5,57.4
36047030500,Census Tract 305; Kings County; New York,3161,127313,141406,71838,0,187174,0,0,151548,0,143365,4757,36.7,2257,2.4,5.8,3.8,11.3,5.1,9.7,13.6,48.2,71567,2257,2.4,1.3,96.3,2257,0,0,0.5,1.1,1,3.9,15.5,39,10.1,28.8,0,0,4,0,1.8,13.8,16.7,43.7,19.9,N
36047030600,Census Tract 306; Kings County; New York,668,55278,60703,0,0,53929,0,0,0,0,60234,769,46.7,420,19.5,8.6,21.4,15.7,16.2,5,0,13.6,25179,420,9.8,6.9,83.3,420,1.2,6.7,2.9,5.5,6,19.8,13.8,21.2,1.7,21.4,0,3.6,0,2.4,0,8.6,6.9,30,48.6,N
36047030700,Census Tract 307; Kings County; New York,3065,42902,0,36512,0,0,0,0,12869,12589,0,2293,44.8,1580,1.7,5.4,7.8,16.2,24.5,29.4,1.6,13.3,45411,1580,4.6,5.6,89.8,1580,0,11.1,0,0,9.1,9.4,21.6,18.7,2.4,27.8,0,0,0,4.5,8.2,26.5,12.2,33.6,15.1,N
36047030800,Census Tract 308; Kings County; New York,730,64545,53378,0,0,95536,0,0,0,0,53378,913,49.8,419,5,10,14.1,9.5,11.5,6,12.9,31,44926,419,0,6.4,93.6,419,0,0,0,8.1,3.1,27,19.6,31,0,11.2,0,0,0,10.3,0,2.4,5.5,22.4,59.4,N
36047030900,Census Tract 309; Kings County; New York,921,67969,159350,64775,0,"250,000",0,0,0,0,0,997,40.7,703,10,5,6.1,6.3,11.7,20.2,4.7,36.1,60477,703,8,5.5,86.5,703,6.5,0,0,21.3,9.8,3.7,12.4,23.5,3.4,19.3,0,0,0.6,3.3,0,13.8,1.4,26.2,54.8,N
36047031100,Census Tract 311; Kings County; New York,1193,82726,90357,74250,0,0,0,0,0,0,93646,1503,35.4,732,7.7,1.9,3.3,13.5,22,31.4,2,18.2,54500,732,6.3,0.3,93.4,732,2.9,0,5.5,3.4,0,35.4,2,12.7,13.8,24.3,0,0,0,8.1,5.6,9.4,11.6,45.5,19.8,N
36047031300,Census Tract 313; Kings County; New York,2199,98828,164444,97574,0,0,0,0,135625,0,164444,2644,40.2,1622,11,1,3.8,4.6,12.5,9.7,5.4,52.1,78941,1622,12,1.3,86.7,1622,4.2,0,4.4,4.3,3.1,18.7,9.1,28.6,9.9,17.7,0,4.2,0,0,17,15.8,18.3,21.8,22.9,N
36047031401,Census Tract 314.01; Kings County; New York,1828,81643,105917,0,0,72966,0,68663,0,68837,107578,2356,45.9,1113,15.6,4.9,1.7,25.1,15.5,0,7.5,29.8,37515,1113,1,30.2,68.8,1113,7.5,2.1,4.9,26.3,14,4.9,7.4,4.7,3.3,24.9,0,5.2,0,0,0,0,2.7,9.3,82.8,N
36047031402,Census Tract 314.02; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36047031500,Census Tract 315; Kings County; New York,2464,88200,113667,41641,0,155938,0,0,80938,0,114833,3546,33,1821,6.3,3.9,7.1,8.1,14.9,23.3,9,27.4,54482,1821,8.1,0.9,91,1821,4.4,0.8,2.8,1.4,4.5,10.8,4.1,26.5,7.8,37,0,0,4,5.7,1.2,18.8,10.2,39.6,20.6,N
36047031701,Census Tract 317.01; Kings County; New York,1584,104056,158942,69566,0,0,0,0,0,177102,148158,2769,36.9,1555,7.9,2.3,8.2,2.3,16.5,7.8,4,51.1,75810,1555,6,4,90,1555,1.2,2.4,1.9,1.5,1.7,8.7,10.7,32.5,15.1,24.1,0,0,0,1.7,0.5,12.5,18.6,43,23.7,N
36047031702,Census Tract 317.02; Kings County; New York,1613,107106,121761,105552,0,0,0,0,122969,147917,121761,2370,34.6,1319,5,7.1,4.8,12.1,6.3,11.6,3.5,49.7,74205,1319,5,4.7,90.3,1319,0,0,4.3,8.6,0.8,9.2,2.2,25.2,17.7,31.9,0,0,1,2.5,0.8,19.9,28.2,28.1,19.4,N
36047031900,Census Tract 319; Kings County; New York,1252,89468,107097,77500,0,0,0,0,0,0,107097,1438,44.5,918,9.8,5.6,7.8,2.4,8.6,15,16.4,34.3,65875,918,6.5,9.6,83.9,918,5.7,4,0,18.7,9.2,1.6,2.2,15.3,18.5,24.8,5,0,9.2,0,1.1,20.3,13.8,21.7,29,N
36047032100,Census Tract 321; Kings County; New York,2337,73949,152616,77713,0,0,0,54808,0,53724,153837,2838,34.3,1853,10.6,2.1,7,10,9.1,19.3,8.2,33.7,56373,1853,3.4,2.2,94.4,1853,1.1,1.3,7.6,6.6,2.4,8.9,6.4,12.6,13.3,39.8,9,0,0,2.4,0,10.8,2.3,35.6,40,N
36047032300,Census Tract 323; Kings County; New York,1542,72353,127917,64417,0,0,0,0,0,0,110139,1631,36.7,765,4.2,12.5,6.3,9.2,2.2,20.3,9.4,35.9,57314,765,12,0,88,765,2.1,5.9,6.7,0,0,17.1,9.5,13.3,10.7,34.6,0,0,0,2.1,2.1,4.7,23.9,43.5,23.7,N
36047032500,Census Tract 325; Kings County; New York,2530,86282,117835,62972,0,0,0,16563,210180,0,118563,3189,34.1,2079,8.1,7.1,4.9,4.6,12.7,22,5,35.7,57569,2079,9.7,3.3,87,2079,1.7,0,0,7.4,0,18.3,5.9,24.1,17,25.7,0,0,3.8,11.3,0,23.1,17.4,21.2,23.2,N
36047032600,Census Tract 326; Kings County; New York,2808,37183,25132,45463,0,136068,0,0,0,33096,15908,2554,48.3,1178,2.4,4.9,26.2,5.9,16.2,15.4,11.5,17.3,44877,1178,29.6,1.2,69.2,1178,5.3,1.4,4.2,17.8,5.2,7.6,6.1,15.9,5.3,31.2,0,0,9.7,1.4,4.6,8.4,21.2,13.7,41,N
36047032700,Census Tract 327; Kings County; New York,1352,68611,122776,45938,0,0,0,0,"250,000",122963,99625,1439,35.8,1040,2.4,3.2,4.6,13.3,12.2,11.7,9.3,43.3,70135,1040,1.1,0,98.9,1040,3.4,0,2.7,3.5,5.8,14.2,4.7,25.8,5.2,34.8,0,0,0,7.3,0.6,18.8,18.4,30.2,24.7,N
36047032800,Census Tract 328; Kings County; New York,1164,45603,0,25742,0,48105,0,71458,182974,75372,0,975,46.4,419,3.8,3.8,6.9,22.7,28.2,3.1,7.2,24.3,39543,419,0,11,89,419,0,13.8,5,1,3.3,22.9,9.1,27.9,0,16.9,0,0,0,0,0,0,4.1,17.7,78.3,N
36047032900,Census Tract 329; Kings County; New York,2165,92769,112338,50114,0,131674,0,0,0,0,112338,2428,41.4,1292,8.3,7.5,8.2,2.8,11.7,8,15.1,38.4,65821,1292,9.8,2.4,87.8,1292,8.7,0,1.9,9.8,4.6,1.4,28.1,16.3,14.2,15.1,0,0,1.7,13.2,12.8,3.6,6.3,41,21.4,N
36047033000,Census Tract 330; Kings County; New York,1800,20329,14399,28058,0,0,0,42731,0,0,12837,1050,43.9,624,6.6,18.9,15.2,41.7,2.4,0,11.2,4,28171,624,9.5,13.9,76.6,624,0,0,0,15.9,0,1.3,6.4,7.9,18.3,50.3,0,0,0,1.6,0,6.9,5.6,33.5,52.4,N
36047033100,Census Tract 331; Kings County; New York,1667,48306,48641,70179,0,0,0,40341,0,47115,48995,1694,37.8,804,11.3,0,9.1,21.1,13.7,12.8,2.2,29.7,45556,804,4.5,8.3,87.2,804,0,1.6,0,21.6,17.9,8.1,3.1,18.9,1.6,27.1,0,0,0,4.4,0,7.1,11.3,45.8,31.5,N
36047033300,Census Tract 333; Kings County; New York,1347,74115,58235,103625,0,0,0,101107,0,0,58235,1629,42.9,431,2.8,0,15.1,25.8,15.5,22.7,0,18.1,36297,431,0,2.8,97.2,431,0,0,2.8,13.5,2.3,14.2,5.3,14.4,7.2,40.4,0,0,0,0,3.2,7.4,9.7,50.6,29,N
36047033500,Census Tract 335; Kings County; New York,918,80833,57019,91750,0,0,0,0,0,54093,82895,1286,39.3,587,20.3,4.9,28.8,8.2,13.8,4.6,6.3,13.1,22389,587,13.6,4.9,81.4,587,3.7,0,8,8.2,4.4,6.5,16.5,23.7,1,27.9,0,0,2,3.7,9.5,9,11.6,16.4,47.7,N
36047033600,Census Tract 336; Kings County; New York,1584,83833,84222,0,0,0,0,0,0,0,83500,2070,50.9,481,12.5,0,9.8,1.7,23.3,9.8,0,43,51205,481,17.3,0,82.7,481,0,0,4.4,4.4,5.6,0,25.2,29.7,8.9,21.8,0,0,0,8.1,13.1,13.5,1.9,2.9,60.5,N
36047033701,Census Tract 337.01; Kings County; New York,916,61456,120724,57279,0,0,0,0,0,58910,120724,1067,39.2,408,12.5,2,19.4,14.2,0,16.7,11,24.3,60488,389,10.3,24.7,65,408,4.7,0,8.1,0,9.8,12.5,7.6,26,14.2,17.2,0,0,0,2,4.7,4.4,36.3,26.5,26.2,N
36047033702,Census Tract 337.02; Kings County; New York,476,74318,85515,0,0,0,0,0,0,16389,85515,503,32,127,11,5.5,6.3,5.5,20.5,21.3,13.4,16.5,50417,127,16.5,2.4,81.1,127,0,0,0,0,8.7,23.6,0,8.7,10.2,48.8,0,0,0,0,18.1,0,0,23.6,58.3,N
36047033900,Census Tract 339; Kings County; New York,2024,44947,152679,37541,0,0,0,0,0,0,159167,2259,39,1172,13.4,7.1,23.4,5.4,17.6,4.7,7.5,21,36324,1172,21.6,14.1,64.3,1172,4.9,0.7,0,4.1,2,4.3,19.5,29.7,16.8,18.1,0,0,0,7.4,0.8,3.9,7.1,35.1,45.7,N
36047034000,Census Tract 340; Kings County; New York,630,30194,19138,30601,0,30000,0,0,0,32250,19612,313,47,100,0,4,26,7,45,0,0,18,40769,100,0,25,75,100,9,0,0,6,0,15,32,0,38,0,0,0,0,0,0,0,5,0,95,N
36047034100,Census Tract 341; Kings County; New York,1205,81116,177228,0,0,0,0,0,0,204375,176739,1385,37.7,916,6.9,4.3,10.2,5.7,25.5,7.8,1,38.8,49324,916,15.3,0.2,84.5,916,7.5,0,3.2,0,1.5,16.7,22.1,23.4,7.9,17.8,0,0,0,0,1.9,25.4,12.2,39.3,21.2,N
36047034200,Census Tract 342; Kings County; New York,2832,20706,16250,23971,0,29231,0,0,0,39318,16286,1270,43.8,832,10.1,26,22,2,25.4,9.3,2.4,2.9,23604,832,42.1,9,48.9,832,3.4,0,6.7,7.3,1.1,15.1,4.4,1,29.1,31.9,0,0,0,9.1,0,10.3,4.3,13.7,62.5,N
36047034300,Census Tract 343; Kings County; New York,1970,25083,100606,22056,0,0,0,0,66745,15705,100795,1279,39.9,898,13.1,7.1,12.4,11.5,8,12.9,3.6,31.4,41467,898,13.7,14.6,71.7,898,3.6,5.3,1.1,16.9,4,14.7,13,17,3.7,20.6,0,0,0,7.9,5.3,10.1,13.8,22.6,40.2,N
36047034500,Census Tract 345; Kings County; New York,1037,55774,75926,52446,0,0,0,0,0,0,99896,1550,33.5,1070,11,4.7,26.4,6.5,23.6,10.8,3.7,13.3,37764,1070,6.4,17.3,76.4,1070,13.6,0.6,0,14,2.3,18.5,3,14.9,3.4,29.8,1.3,0,0,2.1,0,17.4,13.2,16.4,49.6,N
36047034700,Census Tract 347; Kings County; New York,1825,35992,0,37215,0,0,0,30903,0,31151,0,1433,45.4,1051,11.8,2.9,6.4,27.3,18.8,7.4,3.4,21.9,38145,1051,11.3,10.9,77.7,1051,9.2,0,0,12,18,16.1,1.5,16.3,3.1,23.8,0,1.1,0,3.7,2,18.4,15.2,24.9,34.6,N
36047034800,Census Tract 348; Kings County; New York,817,57750,51488,89266,0,80625,0,47684,67750,48493,51905,942,35.4,461,0.2,2.4,15.4,7.4,18.2,10.2,9.8,36.4,53813,461,3.5,9.3,87.2,461,23,2.6,0,5,2.6,11.3,10.4,11.7,3.3,30.2,0,0,0,2.6,0,13.9,7.8,15.2,60.5,N
36047034901,Census Tract 349.01; Kings County; New York,770,50150,0,46840,0,0,0,0,0,139130,0,888,46.6,487,23.4,4.5,7,23.2,6.8,16.6,0,18.5,32703,487,4.7,12.5,82.8,487,4.5,0,0,7.8,0,8.8,16,4.7,19.9,38.2,0,0,0,4.7,0,7.8,18.7,12.9,55.9,N
36047034902,Census Tract 349.02; Kings County; New York,1587,47444,30059,58306,0,0,0,0,0,31250,0,1658,37.8,1284,12.5,4,5.7,11.6,30.8,6,4.9,24.5,42250,1284,13.8,1.6,84.7,1284,0.7,0,0,11.8,10.9,0,15.3,15,7.8,38.6,0,0,0,5.6,0,9,15.2,21.7,48.6,N
36047035000,Census Tract 350; Kings County; New York,1557,50599,50859,0,0,0,0,0,0,0,50859,1354,58.9,673,5.2,8.9,8.8,7.9,33.4,11.3,7,17.5,43973,673,0,3.6,96.4,673,0,1.3,11.9,1.6,1.5,13.7,13.7,19.5,2.8,34,0,0,1,1,0,16,20.7,21.4,39.8,54.2
36047035101,Census Tract 351.01; Kings County; New York,687,42429,56827,40805,0,0,0,0,0,41946,57212,625,44.7,487,12.5,3.9,8.8,9.2,9,30.8,0,25.7,50838,487,4.9,15,80.1,487,3.7,1.6,0,5.5,17.5,19.7,0,32.6,4.1,15.2,0,0,2.5,1.4,3.5,7.6,6.4,46.6,32,N
36047035102,Census Tract 351.02; Kings County; New York,1029,41250,25664,59656,0,0,0,18106,0,0,25527,1109,41.4,677,8,0,16,15.7,30.1,9.3,6.9,14,39269,677,0,2.5,97.5,677,12.1,10,0,6.5,5,10.8,13.3,17.9,0,24.4,0,0,0,2.8,11.2,15.1,12.4,17.3,41.2,N
36047035200,Census Tract 352; Kings County; New York,693,12110,12097,"25,000",0,0,0,13750,0,11304,12240,174,38.7,120,0,0,7.5,18.3,30.8,0,39.2,4.2,46959,120,0,4.2,95.8,120,0,0,0,39.2,0,0,30.8,0,7.5,22.5,0,0,0,0,0,11.7,0,0,88.3,N
36047035301,Census Tract 353.01; Kings County; New York,1129,39688,0,34684,0,0,0,0,0,39489,0,1089,30.6,460,23.5,9.6,4.1,13.7,13.5,0,16.7,18.9,34231,460,24.3,8.9,66.7,460,3.3,3.5,0,0,0,0,17,30.2,12.8,33.3,0,0,4.8,13.9,3.5,9.3,7,35.4,26.1,42.6
36047035302,Census Tract 353.02; Kings County; New York,987,94663,119018,92692,0,0,0,0,0,0,136250,1576,35,874,6.1,5.1,21.6,16.4,15,15.4,5.1,15.2,35297,874,5.1,9.4,85.5,874,11.4,3.2,0,5.9,0,12.5,15.3,20.8,10.6,20.1,0,0,0.8,1.7,2.1,17.5,1.6,30.8,45.5,49.7
36047035400,Census Tract 354; Kings County; New York,2814,56930,56092,0,0,0,0,0,0,0,55712,2017,50.3,964,4,2.1,2.3,11.5,27.4,1.9,3.3,47.5,66111,964,0,0,100,964,0,6.4,4.8,20.9,9.2,13.7,13.8,10.6,6.1,14.5,0,2.2,0,10.2,0,0,11.1,10.5,66.1,N
36047035500,Census Tract 355; Kings County; New York,2103,54005,54796,51204,0,0,0,0,0,77404,53342,2480,43.9,1343,7.9,4.2,8.9,18.8,21.9,10.5,13.9,13.9,43703,1343,2.2,6,91.7,1343,2.8,0,4.6,11.9,11.6,15.3,7.2,5.7,0,41,0.9,0,8,4.2,2.1,15.6,10.9,17.5,40.7,N
36047035601,Census Tract 356.01; Kings County; New York,1458,30450,29966,128182,0,0,0,0,0,0,29966,800,50.7,371,10.5,9.7,18.9,14,12.4,12.4,3.5,18.6,29447,371,8.6,0.5,90.8,371,0,0,0,2.7,22.6,14.8,8.1,18.6,17.5,15.6,0,0,0,0,0.5,3,19.7,27.2,49.6,N
36047035602,Census Tract 356.02; Kings County; New York,2959,57764,54397,0,0,164214,0,0,0,0,53721,2562,47.2,1116,4.2,0.1,13.5,20.9,11.8,15.6,4.5,29.4,48636,1116,3.1,10.8,86,1116,0,11.3,0,0,10.3,24.2,16.9,24.8,0,12.5,0,5.1,0,2.4,3.5,8.9,6,7.7,66.4,60.3
36047035701,Census Tract 357.01; Kings County; New York,1014,45296,41618,46142,0,0,0,0,0,27340,0,1034,44.8,854,12.2,2.1,11.4,7.8,35.7,10.2,5.3,15.3,45470,854,13,9.8,77.2,854,12.3,5.5,2.3,0,12.9,7.1,10.9,5.2,16.3,27.5,0,0,0.9,7.4,1.9,19.6,2.5,26.8,41,N
36047035702,Census Tract 357.02; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36047035900,Census Tract 359; Kings County; New York,2364,67264,93639,62959,0,0,0,0,0,0,93639,2836,33.5,2094,5.1,2.3,6.1,17,15.9,28.4,4,21.3,50934,2094,4.9,0.6,94.5,2094,7,1.8,6,1.5,5.4,16.3,6.1,16.2,8.3,31.4,0,0,1.2,0.6,0,19.9,13.8,22.1,42.4,N
36047036001,Census Tract 360.01; Kings County; New York,1728,28952,28028,0,0,0,0,0,0,122614,27903,1206,48.6,477,17.2,2.1,11.5,25.8,11.1,2.9,1.7,27.7,31763,477,13.6,19.5,66.9,477,10.9,0,0,5.7,3.4,13,21.4,11.5,0,34.2,0,0,0,0,0,19.5,17.2,29.1,34.2,N
36047036002,Census Tract 360.02; Kings County; New York,2189,38047,29338,0,0,0,0,0,0,0,29338,1713,48.3,635,8.2,0.3,0,47.4,15,10.1,6.9,12.1,34428,635,0.6,2.5,96.9,635,21.4,3.9,1.4,0,11.2,5.5,24.3,15.4,10.6,6.3,0,0,18,0,0,5.5,27.4,29.4,19.7,N
36047036100,Census Tract 361; Kings County; New York,1239,21398,0,20530,0,0,0,43884,20320,0,0,735,36.4,429,2.1,0,43.6,11.7,12.8,2.1,10,17.7,26652,429,8.4,18.2,73.4,429,16.8,0,0,2.6,12.1,9.6,5.8,28.7,13.3,11.2,0,0,2.1,0,0,19.6,13.5,46.9,17.9,N
36047036200,Census Tract 362; Kings County; New York,1447,51768,51411,0,0,0,0,51667,73083,48958,51411,1799,45.8,661,3.2,7.7,18.3,9.5,26.2,6.5,7.3,21.3,39519,661,9.8,10.3,79.9,661,1.2,0,0,5,2.6,13.9,0,53.4,9.4,14.5,0,0,0,3.3,0,26,14.8,14.4,41.5,N
36047036300,Census Tract 363; Kings County; New York,2167,34916,0,40739,0,0,0,0,0,19609,0,2010,35.6,1230,4.1,1.9,22.2,11,23.6,19.1,9.3,8.8,45247,1230,7.2,3.7,89.1,1230,5.9,0,2.7,4.5,4.6,12.8,3.4,51,1.9,13.3,0,0,0,0,1.1,20.1,35,9.6,34.3,N
36047036400,Census Tract 364; Kings County; New York,930,56682,58800,0,0,82750,0,45313,112609,45955,58800,982,46.9,474,7.6,8.2,14.1,12.9,13.1,19.6,11.6,12.9,40536,474,6.8,1.5,91.8,474,0.6,0.6,0,11.2,1.5,12,6.3,30.8,0.6,36.3,0,0,4.9,2.7,0,11.4,17.5,12.9,50.6,N
36047036501,Census Tract 365.01; Kings County; New York,1318,64531,0,72167,0,0,0,0,0,0,0,1359,48.8,854,3.6,5.3,9.3,5,22.8,30.7,3.4,19.9,51635,854,5.7,11,83.3,854,5.9,4.3,2.5,3.2,8.7,34.5,14.2,10.2,0,16.6,0,0,10.1,0,0,11,9.3,26.1,43.6,N
36047036502,Census Tract 365.02; Kings County; New York,534,47279,0,78081,0,0,0,38148,0,60050,0,663,31.1,413,7.3,2.7,24.7,19.4,5.8,0,11.1,29.1,0,413,4.6,9,86.4,413,9.2,1,0,2.9,12.3,27.4,5.3,17.2,0,24.7,0,0,6.3,0,8,16.2,1,39,29.5,N
36047036600,Census Tract 366; Kings County; New York,1243,48075,49258,45608,0,84509,0,43287,0,43519,49258,1751,40.8,660,5.9,1.8,9.2,16.5,22.3,7.6,5.3,31.4,45890,660,5.6,18,76.4,660,3.5,0,4.5,3.3,9.5,23.5,3,31.4,0,21.2,0,0,3,1.1,0,13.9,11.8,8.3,61.8,N
36047036700,Census Tract 367; Kings County; New York,700,66410,96597,0,0,0,0,0,0,66801,95875,939,35.5,517,10.6,12.4,6.8,15.1,18.2,19.7,10.1,7.2,39398,517,10.6,0,89.4,517,0,0,4.8,0,6.4,25.1,11.2,4.4,7.2,40.8,0,0,0,0,0,19.1,35.2,21.7,24,N
36047036900,Census Tract 369; Kings County; New York,2485,38036,0,32119,0,0,0,0,43241,45165,150208,2662,33.1,1908,14,3.9,16.3,14.4,15.3,12.5,3.1,20.6,35544,1908,14.8,12.7,72.5,1908,1.4,4.7,0.8,2.7,0.9,18,11.4,18.8,6.4,35,0,0,5.7,2,3.1,30.1,15.5,17.3,26.4,N
36047037000,Census Tract 370; Kings County; New York,1402,79688,78807,0,0,113750,0,0,0,0,79318,1861,48.8,912,12.4,3.2,6.8,2.1,27.5,9.5,8.4,30,48393,912,8.8,2,89.3,912,4.2,2.6,1.6,1.8,2.6,20.3,10.5,24.2,5.9,26.2,0,0,0.7,0.9,0,21.8,8.9,25,42.8,N
36047037100,Census Tract 371; Kings County; New York,1660,98281,175128,100258,0,0,0,52400,0,52883,175867,2530,40.7,1522,6.2,2.4,9.2,14.1,10.8,17.7,5.8,33.8,53922,1522,6,7,87,1522,6.8,5.2,1.3,6.4,6.4,13.2,0.6,26.1,12.5,21.4,0,0,0,7.7,1.5,15.6,15.6,23.3,36.3,N
36047037300,Census Tract 373; Kings County; New York,1907,71518,159474,58536,0,109028,0,0,0,0,188625,2509,37.3,1766,7.2,17.6,6.5,9.2,15.3,10.3,9.1,24.8,43828,1766,22.1,3.5,74.4,1766,0,0,0,7.9,6.6,18.5,6.1,34.3,6.2,20.4,0,0.5,1.6,0,2.8,13.5,30.9,22.8,27.9,N
36047037401,Census Tract 374.01; Kings County; New York,1812,56667,56622,0,0,70188,0,0,0,0,56622,1638,43.2,732,9.2,2.3,12.3,14.3,6.4,13.4,1.8,40.3,54324,732,8.1,0,91.9,732,0,7.9,1.2,7.2,12.3,19.4,20.6,16.5,0,14.8,0,0,1.1,0,0,11.9,9.7,16.3,61.1,61.4
36047037402,Census Tract 374.02; Kings County; New York,2112,57667,54583,0,0,0,0,0,67188,100189,54653,2187,48.7,814,4.3,13.5,7.9,15.5,13.3,13.1,10.8,21.6,43841,814,0,5.5,94.5,814,0,3.2,1.8,9.1,2,24.8,7.5,23.2,1.6,26.8,2.2,0,0,4.4,0,19.2,10.6,23.5,40.2,N
